name;description;year;manufacturer;is_parent;romof;is_clone;cloneof;sasampleof;is_runnable;is_device;is_bios;biosof;is_mechanical
emerldaa;Emeraldia (Japan);1993;Namco;NO;emeralda;YES;emeralda;-;YES;NO;NO;-;NO
empcity;Empire City: 1931 (bootleg?);1986;Seibu Kaihatsu;YES;-;NO;-;-;YES;NO;NO;-;NO
empcityj;Empire City: 1931 (Japan);1986;Seibu Kaihatsu (Taito license);NO;empcity;YES;empcity;-;YES;NO;NO;-;NO
endurob2;Enduro Racer (bootleg set 2);1986;bootleg;NO;enduror;YES;enduror;-;YES;NO;NO;-;NO
endurobl;Enduro Racer (bootleg set 1);1986;bootleg;NO;enduror;YES;enduror;-;YES;NO;NO;-;NO
enduror;Enduro Racer (YM2151) (FD1089B 317-0013A);1986;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
enforce;Enforce (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
enigma2;Enigma II;1981;Game Plan (Zilec Electronics license);YES;-;NO;-;-;YES;NO;NO;-;NO
enigma2a;Enigma II (Space Invaders hardware);1984;Zilec Electronics;NO;enigma2;YES;enigma2;-;YES;NO;NO;-;NO
eprom;Escape from the Planet of the Robot Monsters (set 1);1989;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
eprom2;Escape from the Planet of the Robot Monsters (set 2);1989;Atari Games;NO;eprom;YES;eprom;-;YES;NO;NO;-;NO
equites;Equites;1984;Alpha Denshi Co.;YES;-;NO;-;equites;YES;NO;NO;-;NO
equitess;Equites (Sega);1984;Alpha Denshi Co. (Sega license);NO;equites;YES;equites;equites;YES;NO;NO;-;NO
esb;The Empire Strikes Back;1985;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
esckids;Escape Kids (Asia, 4 Players);1991;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
espial;Espial (Europe);1983;Orca / Thunderbolt;YES;-;NO;-;-;YES;NO;NO;-;NO
espiale;Espial (Europe);1983;[Orca] Thunderbolt;NO;espial;YES;espial;-;YES;NO;NO;-;NO
esprade;ESP Ra.De. (International, Ver. 98/04/22);1998;Cave (Atlus license);YES;-;NO;-;-;YES;NO;NO;-;NO
espradej;ESP Ra.De. (Japan, Ver. 98/04/21);1998;Cave (Atlus license);NO;esprade;YES;esprade;-;YES;NO;NO;-;NO
espradeo;ESP Ra.De. (Japan, Ver. 98/04/14);1998;Atlus/Cave;NO;esprade;YES;esprade;-;YES;NO;NO;-;NO
eswat;E-Swat - Cyber Police (set 4, World) (FD1094 317-0130);1989;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
eswatbl;E-Swat - Cyber Police (bootleg, set 1);1989;bootleg;NO;eswat;YES;eswat;-;YES;NO;NO;-;NO
eto;Kokontouzai Eto Monogatari (Japan);1994;Visco;YES;-;NO;-;-;YES;NO;NO;-;NO
euroch92;Euro Champ '92 (World);1992;Taito Corporation Japan;YES;footchmp;NO;footchmp;-;YES;NO;NO;-;NO
evilston;Evil Stone;1990;Spacy Industrial, Ltd.;YES;-;NO;-;-;YES;NO;NO;-;NO
excitbkj;Vs. Excitebike (Japan);1984;Nintendo;NO;excitebk;YES;excitebk;-;YES;NO;NO;-;NO
excitebk;Vs. Excitebike (set EB4-3 E);1984;Nintendo;YES;-;NO;-;-;YES;NO;NO;-;NO
excthour;Exciting Hour;1985;Technos Japan (Taito license);NO;matmania;YES;matmania;-;YES;NO;NO;-;NO
exctleag;Excite League (FD1094 317-0079);1988;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
exctscc2;Exciting Soccer II;1984;Alpha Denshi Co.;YES;exctsccr;NO;exctsccr;-;YES;NO;NO;-;NO
exctscca;Exciting Soccer (alternate music);1983;Alpha Denshi Co.;NO;exctsccr;YES;exctsccr;-;YES;NO;NO;-;NO
exctsccb;Exciting Soccer (bootleg);1983;bootleg;NO;exctsccr;YES;exctsccr;-;YES;NO;NO;-;NO
exctsccr;Exciting Soccer;1983;Alpha Denshi Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
exedexes;Exed Exes;1985;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
exerion;Exerion;1983;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
exerionb;Exerion (bootleg);1983;bootleg;NO;exerion;YES;exerion;-;YES;NO;NO;-;NO
exeriont;Exerion (Taito);1983;Jaleco (Taito America license);NO;exerion;YES;exerion;-;YES;NO;NO;-;NO
exerizrb;Exerizer (Japan) (bootleg);1987;bootleg;NO;skyfox;YES;skyfox;-;YES;NO;NO;-;NO
exodus;Exodus (bootleg?);19??;bootleg? (Subelectro);NO;redufo;YES;redufo;galaxian;YES;NO;NO;-;NO
explorer;Explorer (bootleg of Scramble);1981;bootleg (Sidam);NO;scramble;YES;scramble;-;YES;NO;NO;-;NO
exprraid;Express Raider (World, Rev 4);1986;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
extdwnhl;Extreme Downhill (v1.5);1995;Sammy Industries Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
exterm;Exterminator;1989;Gottlieb / Premier Technology;YES;-;NO;-;-;YES;NO;NO;-;NO
extrmatn;Extermination (World);1987;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
exvania;Exvania (World);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
exzisus;Exzisus (Japan, dedicated);1987;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
eyes;Eyes (US set 1);1982;Techstar (Rock-Ola license);YES;-;NO;-;-;YES;NO;NO;-;NO
eyes2;Eyes (US set 2);1982;Techstar (Rock-Ola license);NO;eyes;YES;eyes;-;YES;NO;NO;-;NO
f1dream;F-1 Dream;1988;Capcom (Romstar license);YES;-;NO;-;-;YES;NO;NO;-;NO
f1dreamb;F-1 Dream (bootleg, set 1);1988;bootleg;NO;f1dream;YES;f1dream;-;YES;NO;NO;-;NO
f1en;F1 Exhaust Note (World);1991;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
f1gp;F-1 Grand Prix;1991;Video System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
f1gp2;F-1 Grand Prix Part II;1992;Video System Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
f1gpstar;Grand Prix Star (v3.0);1991;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
f1gpstr2;F-1 Grand Prix Star II;1993;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
f1lap;F1 Super Lap (World);1993;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
f1superb;F1 Super Battle;1994;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
fa;F/A (Japan);1992;Namco;NO;fghtatck;YES;fghtatck;-;YES;NO;NO;-;NO
faceoff;Face Off (Japan 2 Players);1988;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
falcon;Falcon (bootleg of Phoenix) (8085A CPU);1980;bootleg;NO;phoenix;YES;phoenix;-;YES;NO;NO;-;NO
fantasy;Fantasy (Germany);1981;SNK;YES;-;NO;-;fantasy;YES;NO;NO;-;NO
fantasyj;Fantasy (Japan);1981;SNK;NO;fantasyu;YES;fantasyu;fantasy;YES;NO;NO;-;NO
fantazia;Fantazia (bootleg?);1980;bootleg (Subelectro);NO;mooncrst;YES;mooncrst;galaxian;YES;NO;NO;-;NO
fantjour;Fantastic Journey (ver EAA);1994;Konami;YES;konamigx;NO;gokuparo;-;YES;NO;NO;konamigx;NO
fantland;Fantasy Land (set 1);19??;Electronic Devices Italy;YES;-;NO;-;-;YES;NO;NO;-;NO
fantzn2;Fantasy Zone II - The Tears of Opa-Opa (MC-8123, 317-0057);1988;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
fantzone;Fantasy Zone (Rev A, unprotected);1986;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
farwest;Far West;1986;bootleg?;NO;ironhors;YES;ironhors;-;YES;NO;NO;-;NO
fastfred;Fast Freddie;1982;Kaneko (Atari license);NO;flyboy;YES;flyboy;-;YES;NO;NO;-;NO
fastlane;Fast Lane;1987;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
fatfursa;Fatal Fury Special / Garou Densetsu Special (set 2);1993;SNK;NO;fatfursp;YES;fatfursp;-;YES;NO;NO;neogeo;NO
fatfursp;Fatal Fury Special / Garou Densetsu Special (NGM-058 ~ NGH-058, set 1);1993;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fatfury1;Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai (NGM-033 ~ NGH-033);1991;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fatfury2;Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai (NGM-047 ~ NGH-047);1992;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fatfury3;Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - Haruka-naru Tatakai (NGM-069 ~ NGH-069);1995;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fbfrenzy;Football Frenzy (NGM-034 ~ NGH-034);1992;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fcombat;Field Combat;1985;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
ffantasa;Fighting Fantasy (Japan);1989;Data East Corporation;NO;hippodrm;YES;hippodrm;-;YES;NO;NO;-;NO
ffantasy;Fighting Fantasy (Japan revision 3);1989;Data East Corporation;NO;hippodrm;YES;hippodrm;-;YES;NO;NO;-;NO
ffight;Final Fight (World, set 1);1989;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
ffightj;Final Fight (Japan);1989;Capcom;NO;ffight;YES;ffight;-;YES;NO;NO;-;NO
ffightj1;Final Fight (Japan 900112);1989;Capcom;NO;ffight;YES;ffight;-;YES;NO;NO;-;NO
ffightu;Final Fight (USA, set 1);1989;Capcom;NO;ffight;YES;ffight;-;YES;NO;NO;-;NO
ffreveng;Final Fight Revenge (JUET 990930 V1.100);1999;Capcom;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
fghtatck;Fighter & Attacker (US);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
fghthist;Fighter's History (World ver 43-09, DE-0395-1 PCB);1993;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
fghthsta;Fighter's History (US ver 42-05, alternate hardware );1993;Data East Corporation;NO;fghthist;YES;fghthist;-;YES;NO;NO;-;NO
fghthstw;Fighter's History (World);1993;Data East Corporation;NO;fghthist;YES;fghthist;-;YES;NO;NO;-;NO
fgtlayer;Fighting Layer (Japan, FTL1/VER.A);1998;Arika / Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
fhawk;Fighting Hawk (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
fhawkj;Fighting Hawk (Japan);1988;Taito Corporation;NO;fhawk;YES;fhawk;-;YES;NO;NO;-;NO
fhboxers;Funky Head Boxers (JUETBKAL 951218 V1.000);1995;Sega;YES;stvbios;NO;-;-;YES;NO;NO;stvbios;NO
fieldday;Field Day;1984;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
fightfev;Fight Fever (set 1);1994;Viccom;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
fightfva;Fight Fever (set 2);1994;Viccom;NO;fightfev;YES;fightfev;-;YES;NO;NO;neogeo;NO
fightrol;Fighting Roller;1983;Kaneko (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO
finalap2;Final Lap 2;1990;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
finalap3;Final Lap 3 (World, set 1);1992;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
finalapc;Final Lap (Rev C);1987;Namco;NO;finallap;YES;finallap;-;YES;NO;NO;-;NO
finalapd;Final Lap (Rev D);1987;Namco;NO;finallap;YES;finallap;-;YES;NO;NO;-;NO
finalb;Final Blow (World);1988;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
finalbj;Final Blow (Japan);1988;Taito Corporation;NO;finalb;YES;finalb;-;YES;NO;NO;-;NO
finalizb;Finalizer - Super Transformation (bootleg);1985;bootleg;NO;finalizr;YES;finalizr;-;YES;NO;NO;-;NO
finalizr;Finalizer - Super Transformation;1985;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
finallap;Final Lap (Rev E);1987;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
finalp2j;Final Lap 2 (Japan);1990;Namco;NO;finalap2;YES;finalap2;-;YES;NO;NO;-;NO
finalp3j;Final Lap 3 (Japan);1992;Namco;NO;finalap3;YES;finalap3;-;YES;NO;NO;-;NO
finehour;Finest Hour (Japan);1989;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
finlapjb;Final Lap (Japan - Rev B);1987;Namco;NO;finallap;YES;finallap;-;YES;NO;NO;-;NO
finlapjc;Final Lap (Japan - Rev C);1987;Namco;NO;finallap;YES;finallap;-;YES;NO;NO;-;NO
finlarch;Final Arch (J 950714 V1.001);1995;Sega;NO;smleague;YES;smleague;-;YES;NO;NO;stvbios;NO
firebarr;Fire Barrel (Japan);1993;Irem;NO;airass;YES;airass;-;YES;NO;NO;-;NO
firebatl;Fire Battle;1984;Wood Place Inc. (Taito license);YES;-;NO;-;-;YES;NO;NO;-;NO
fireone;Fire One;1979;Exidy;YES;-;NO;-;-;YES;NO;NO;-;NO
fireshrk;Fire Shark;1990;Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO
firetpbl;Fire Trap (Japan bootleg);1986;bootleg;NO;firetrap;YES;firetrap;-;YES;NO;NO;-;NO
firetrap;Fire Trap (US, set 1);1986;Wood Place Inc. (Data East USA license);YES;-;NO;-;-;YES;NO;NO;-;NO
firetrk;Fire Truck / Smokey Joe;1978;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
fitegol2;Fighting Golf (US);1988;SNK;NO;fitegolf;YES;fitegolf;-;YES;NO;NO;-;NO
fitegolf;Lee Trevino's Fighting Golf (World?);1988;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
fitfight;Fit of Fighting;199?;bootleg;YES;-;NO;-;-;YES;NO;NO;-;NO
fitter;Fitter;1981;Taito Corporation;NO;roundup;YES;roundup;-;YES;NO;NO;-;NO
fixeight;FixEight (Europe);1992;Toaplan;YES;-;NO;-;-;YES;NO;NO;-;NO
fjbuster;Fujiyama Buster (Japan);1992;Kaneko;NO;shogwarr;YES;shogwarr;-;YES;NO;NO;-;NO
flashgal;Flashgal (set 1);1985;Kyugo / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
flicky;Flicky (128k Version, 315-5051);1984;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
flickyo;Flicky (64k Version, 315-5051, set 1);1984;Sega;NO;flicky;YES;flicky;-;YES;NO;NO;-;NO
flipshot;Battle Flip Shot;1998;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
flkatck;Flak Attack (Japan);1987;Konami;NO;mx5000;YES;mx5000;-;YES;NO;NO;-;NO
flower;Flower (US);1986;Clarue (Komax license);YES;-;NO;-;-;YES;NO;NO;-;NO
flstory;The FairyLand Story;1985;Taito;YES;-;NO;-;-;YES;NO;NO;-;NO
flstoryj;The FairyLand Story (Japan);1985;Taito;NO;flstory;YES;flstory;-;YES;NO;NO;-;NO
flyball;Flyball (rev 2);1976;Atari;YES;-;NO;-;-;YES;NO;NO;-;NO
flyboy;Fly-Boy;1982;Kaneko;YES;-;NO;-;-;YES;NO;NO;-;NO
flyboyb;Fly-Boy (bootleg);1982;bootleg;NO;flyboy;YES;flyboy;-;YES;NO;NO;-;NO
fncywld;Fancy World - Earth of Crisis;1996;Unico;YES;-;NO;-;-;YES;NO;NO;-;NO
fnkyfish;Funky Fish;1981;Sun Electronics;YES;-;NO;-;-;YES;NO;NO;-;NO
foodf;Food Fight (rev 3);1982;General Computer Corporation (Atari license);YES;-;NO;-;-;YES;NO;NO;-;NO
foodf2;Food Fight (rev 2);1982;General Computer Corporation (Atari license);NO;foodf;YES;foodf;-;YES;NO;NO;-;NO
foodfc;Food Fight (cocktail);1982;General Computer Corporation (Atari license);NO;foodf;YES;foodf;-;YES;NO;NO;-;NO
footchmp;Football Champ / Euro Football Champ (World);1990;Taito Corporation Japan;YES;-;NO;-;-;YES;NO;NO;-;NO
forgottn;Forgotten Worlds (World, newer);1988;Capcom;YES;-;NO;-;-;YES;NO;NO;-;NO
formatz;Formation Z;1984;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
fourtrax;Four Trax (World);1989;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
fpoint;Flash Point (set 2, Japan) (FD1094 317-0127A);1989;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
fpointbj;Flash Point (Japan, bootleg set 1);1989;bootleg (Datsu);NO;fpoint;YES;fpoint;-;YES;NO;NO;-;NO
fpointbl;Flash Point (World, bootleg);1989;bootleg (Datsu);NO;fpoint;YES;fpoint;-;YES;NO;NO;-;NO
freekckb;Free Kick (bootleg set 1);1987;bootleg;NO;freekick;YES;freekick;-;YES;NO;NO;-;NO
freekick;Free Kick (NS6201-A 1987.10);1987;Nihon System (Merit license);YES;-;NO;-;-;YES;NO;NO;-;NO
freeze;Freeze;1984;Cinematronics;YES;-;NO;-;-;YES;NO;NO;-;NO
frenzy;Frenzy;1981;Stern Electronics;YES;-;NO;-;berzerk;YES;NO;NO;-;NO
friskyt;Frisky Tom (set 1);1981;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
friskyta;Frisky Tom (set 2);1981;Nichibutsu;NO;friskyt;YES;friskyt;-;YES;NO;NO;-;NO
frogg;Frog (Galaxian hardware);1981;bootleg;NO;frogger;YES;frogger;galaxian;YES;NO;NO;-;NO
frogger;Frogger;1981;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
froggers;Frog;1981;bootleg;NO;frogger;YES;frogger;-;YES;NO;NO;-;NO
froggrmc;Frogger (Moon Cresta hardware);1981;[Konami] (Sega license);NO;frogger;YES;frogger;-;YES;NO;NO;-;NO
frogs;Frogs;1978;Gremlin;YES;-;NO;-;frogs;YES;NO;NO;-;NO
frogseg1;Frogger (Sega set 1);1981;[Konami] (Sega license);NO;frogger;YES;frogger;-;YES;NO;NO;-;NO
frogseg2;Frogger (Sega set 2);1981;[Konami] (Sega license);NO;frogger;YES;frogger;-;YES;NO;NO;-;NO
frontlin;Front Line;1982;Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
fround;The Final Round (version M);1988;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
froundl;The Final Round (version L);1988;Konami;NO;fround;YES;fround;-;YES;NO;NO;-;NO
fshark;Flying Shark (World);1987;Toaplan / Taito Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
fsharkbt;Flying Shark (bootleg with 8741);1987;bootleg;NO;fshark;YES;fshark;-;YES;NO;NO;-;NO
fstarfrc;Final Star Force (US);1992;Tecmo;YES;-;NO;-;-;YES;NO;NO;-;NO
ftimpcta;Fighters' Impact A (Ver 2.00J);1997;Taito;YES;coh1000t;NO;-;-;YES;NO;NO;coh1000t;NO
ftsoccer;Fighting Soccer;1988;SNK;YES;-;NO;-;-;YES;NO;NO;-;NO
fullthrl;Full Throttle (Japan);1987;Taito Corporation;NO;topspeed;YES;topspeed;-;YES;NO;NO;-;NO
funkybee;Funky Bee;1982;Orca;YES;-;NO;-;-;YES;NO;NO;-;NO
funkyjet;Funky Jet (World, rev 1);1992;Data East (Mitchell license);YES;-;NO;-;-;YES;NO;NO;-;NO
funnymou;Funny Mouse (Japan);1982;Taito Corporation (Chuo Co. Ltd license);NO;suprmous;YES;suprmous;-;YES;NO;NO;-;NO
futspy;Future Spy (315-5061);1984;Sega;YES;-;NO;-;zaxxon;YES;NO;NO;-;NO
ga2;Golden Axe: The Revenge of Death Adder (World);1992;Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
ga2j;Golden Axe: The Revenge of Death Adder (Japan);1992;Sega;NO;ga2;YES;ga2;-;YES;NO;NO;-;NO
gaia;Gaia Crusaders;1999;Noise Factory;YES;-;NO;-;-;YES;NO;NO;-;NO
gaiapols;Gaiapolis (ver EAF);1993;Konami;YES;-;NO;-;-;YES;NO;NO;-;NO
gaiden;Ninja Gaiden (US);1988;Tecmo;NO;shadoww;YES;shadoww;-;YES;NO;NO;-;NO
galag88j;Galaga '88 (Japan);1987;Namco;NO;galaga88;YES;galaga88;-;YES;NO;NO;-;NO
galaga;Galaga (Namco rev. B);1981;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
galaga3;Galaga 3 (GP3 rev. D);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
galaga3a;Galaga 3 (GP3 rev. C);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
galaga3b;Galaga 3 (GP3);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
galaga3m;Galaga 3 (set 5);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
galaga88;Galaga '88;1987;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
galagamw;Galaga (Midway set 1);1981;Namco (Midway license);NO;galaga;YES;galaga;galaga;YES;NO;NO;-;NO
galap1;Space Invaders Galactica (galaxiana hack);1979;hack;NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galap4;Galaxian Part 4 (hack);1979;hack (G.G.I);NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galapx;Galaxian Part X (moonaln hack);1979;hack;NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galaxiaj;Galaxian (Namco set 2);1979;Namco;NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galaxian;Galaxian (Namco set 1);1979;Namco;YES;-;NO;-;-;YES;NO;NO;-;NO
galaxyfg;Galaxy Fight - Universal Warriors;1995;Sunsoft;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
galaxygn;Galaxy Gunners;1989;Electronic Devices Italy;YES;-;NO;-;-;YES;NO;NO;-;NO
galivan;Cosmo Police Galivan (12/26/1985);1985;Nichibutsu;YES;-;NO;-;-;YES;NO;NO;-;NO
galivan2;Cosmo Police Galivan (12/16/1985);1985;Nichibutsu;NO;galivan;YES;galivan;-;YES;NO;NO;-;NO
gallag;Gallag;1982;bootleg;NO;galaga;YES;galaga;galaga;YES;NO;NO;-;NO
gallop;Gallop - Armed Police Unit (Japan, M72);1991;Irem;NO;cosmccop;YES;cosmccop;-;YES;NO;NO;-;NO
galmedes;Galmedes (Japan);1992;Visco;YES;-;NO;-;-;YES;NO;NO;-;NO
galmidw;Galaxian (Midway set 1);1979;[Namco] (Midway license);NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galmidwo;Galaxian (Midway set 2);1979;[Namco] (Midway license);NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galpanib;Gals Panic (set 2);1990;Kaneko;NO;galpanic;YES;galpanic;-;YES;NO;NO;-;NO
galturbo;Galaxian Turbo (superg hack);1979;hack;NO;galaxian;YES;galaxian;galaxian;YES;NO;NO;-;NO
galxwar2;Galaxy Wars (Universal set 2);1979;Universal;NO;galxwars;YES;galxwars;invaders;YES;NO;NO;-;NO
galxwars;Galaxy Wars (Universal set 1);1979;Universal;YES;-;NO;-;invaders;YES;NO;NO;-;NO
galxwart;Galaxy Wars (Taito?);1979;Taito?;NO;galxwars;YES;galxwars;invaders;YES;NO;NO;-;NO
gametngk;The Game Paradise - Master of Shooting! / Game Tengoku - The Game Paradise;1995;Jaleco;YES;-;NO;-;-;YES;NO;NO;-;NO
gangwarb;Gang Wars (bootleg);1989;bootleg;NO;gangwars;YES;gangwars;-;YES;NO;NO;-;NO
gangwars;Gang Wars;1989;Alpha Denshi Co.;YES;-;NO;-;-;YES;NO;NO;-;NO
ganryu;Ganryu / Musashi Ganryuki;1999;Visco;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
gaplus;Gaplus (GP2 rev. B);1984;Namco;YES;-;NO;-;gaplus;YES;NO;NO;-;NO
gaplusa;Gaplus (GP2);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
gapluso;Gaplus (rev. B);1984;Namco;NO;gaplus;YES;gaplus;gaplus;YES;NO;NO;-;NO
gardia;Gardia (317-0006);1986;Coreland / Sega;YES;-;NO;-;-;YES;NO;NO;-;NO
gardiab;Gardia (317-0007?, bootleg);1986;bootleg;NO;gardia;YES;gardia;-;YES;NO;NO;-;NO
garou;Garou - Mark of the Wolves (NGM-2530);1999;SNK;YES;neogeo;NO;-;-;YES;NO;NO;neogeo;NO
garouo;Garou - Mark of the Wolves (set 2);1999;SNK;NO;garou;YES;garou;-;YES;NO;NO;neogeo;NO
garoup;Garou - Mark of the Wolves (prototype);1999;SNK;NO;garou;YES;garou;-;YES;NO;NO;neogeo;NO
garuka;Garuka (Japan ver. W);1988;Konami;NO;devstors;YES;devstors;-;YES;NO;NO;-;NO
garyoret;Garyo Retsuden (Japan);1987;Data East Corporation;YES;-;NO;-;-;YES;NO;NO;-;NO
gatedom1;Gate of Doom (US revision 1);1990;Data East Corporation;NO;darkseal;YES;darkseal;-;YES;NO;NO;-;NO
gatedoom;Gate of Doom (US revision 4);1990;Data East Corporation;NO;darkseal;YES;darkseal;-;YES;NO;NO;-;NO
gatsbee;Gatsbee;1984;hack (Uchida);NO;galaga;YES;galaga;galaga;YES;NO;NO;-;NO
gaun22p1;Gauntlet II (2 Players, rev 1);1986;Atari Games;NO;gaunt2;YES;gaunt2;-;YES;NO;NO;-;NO
gaun22pg;Gauntlet II (2 Players, German);1986;Atari Games;NO;gaunt2;YES;gaunt2;-;YES;NO;NO;-;NO
gaun2pg1;Gauntlet (2 Players, German, rev 1);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gaun2pj2;Gauntlet (2 Players, Japanese, rev 2);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gaun2pr3;Gauntlet (2 Players, rev 3);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gaunt2;Gauntlet II;1986;Atari Games;YES;-;NO;-;-;YES;NO;NO;-;NO
gaunt22p;Gauntlet II (2 Players, rev 2);1986;Atari Games;NO;gaunt2;YES;gaunt2;-;YES;NO;NO;-;NO
gaunt2g;Gauntlet II (German);1986;Atari Games;NO;gaunt2;YES;gaunt2;-;YES;NO;NO;-;NO
gaunt2p;Gauntlet (2 Players, rev 6);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gaunt2pg;Gauntlet (2 Players, German, rev 4);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gaunt2pj;Gauntlet (2 Players, Japanese, rev 5);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gauntg;Gauntlet (German, rev 10);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gauntgr3;Gauntlet (German, rev 3);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gauntgr6;Gauntlet (German, rev 6);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gauntgr8;Gauntlet (German, rev 8);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
gauntj;Gauntlet (Japanese, rev 13);1985;Atari Games;NO;gauntlet;YES;gauntlet;-;YES;NO;NO;-;NO
